Title,Artist,Year,Short description,Keywords,Long Description,URL,Wikimedia,Redbubble URL
Sarah Malcolm,William Hogarth,1733,"During the trial she defended herself eloquently, and Jane Magreth considers that her defence was ""convincing"" and ""at least worthy of consideration""","Malcolm ,convincing,laundress ,Sarah Malcolm","Malcolm came from an Anglo–Irish family in County Durham, where she was born around 1710.[1] She was brought up in Dublin. She came to London and found work in domestic service, working as a laundress for residents above the Inns of the Court.[1] She came to know an old lady named Lydia Duncomb (aged about 80). Duncomb lived with two maids: Elizabeth Harrison (aged about 60), who was infirm; and Ann Price (aged about 17).[2] In February 1733 the three women were found murdered and their apartment burgled, and Malcolm was brought in for questioning.",https://upload.wikimedia.org/wikipedia/commons/d/d0/Sarah_Malcolm_by_William_Hogarth2.jpg,https://commons.wikimedia.org/wiki/File:Sarah_Malcolm_by_William_Hogarth2.jpg,https://www.redbubble.com/shop/ap/65521254?ref=studio-promote
Wedding of Stephen Beckingham and Mary Cox,William Hogarth,1729,"This depiction of a wedding is one of the artist's first essays in the fashionable genre of the conversation piece, a type of group portrait. Beckingham, a London lawyer,"," wedding, fashionable genre,Beckingham, Mary Cox","This depiction of a wedding is one of the artist's first essays in the fashionable genre of the conversation piece, a type of group portrait. Beckingham, a London lawyer, and his bride are flanked by members of their families. The setting is based on the church of S",https://upload.wikimedia.org/wikipedia/commons/c/cd/Wedding_of_Stephen_Beckingham_and_Mary_Cox%2C_1729_by_William_Hogarth%2C_detail.jpg,"https://commons.wikimedia.org/wiki/File:Wedding_of_Stephen_Beckingham_and_Mary_Cox,_1729_by_William_Hogarth,_detail.jpg",https://www.redbubble.com/shop/ap/65521511?ref=studio-promote
Jorge Augusto de Mecklemburgo,Allan Ramsay,1769,"George August died on 20 June 1876 in St. Petersburg, at the age of 52. The line of his son George soon died out; since his first son had married morganatically, his second son Charles Michael became titular grand duke of Mecklenburg-Strelitz.","Neustrelitz ,Mecklenburg-Strelitz,George August,Friederike ,Mecklemburgo","He was born in Neustrelitz as second son of George, Grand Duke of Mecklenburg-Strelitz (1779-1860) and his wife Marie (1796-1880), daughter of Prince Frederick of Hesse-Kassel and Princess Caroline of Nassau-Usingen. His paternal grandparents were Charles II, Grand Duke of Mecklenburg-Strelitz and Princess Friederike of Hesse-Darmstadt.",https://upload.wikimedia.org/wikipedia/commons/6/68/Jorge_Augusto_de_Mecklemburgo%2C_por_Allan_Ramsay.jpg,"https://commons.wikimedia.org/wiki/File:Jorge_Augusto_de_Mecklemburgo,_por_Allan_Ramsay.jpg",https://www.redbubble.com/shop/ap/65521662?ref=studio-promote
King George III in coronation robes,Allan Ramsay,1765,"Walpole recorded seeing the painting (presumably this one) in March 1762, 'painted exactly from the very robes which the king wore at his coronation'.","George ,Mount Stuart, Isle of Bute,Walpole ","Ramsay reported to Lord Bute that he was also working on a version in coronation robes for Hanover and one for Lord Bute (Mount Stuart, Isle of Bute). Walpole recorded seeing the painting (presumably this one) in March 1762, 'painted exactly from the very robes which the king wore at his coronation'.",https://upload.wikimedia.org/wikipedia/commons/8/8f/Allan_Ramsay_-_King_George_III_in_coronation_robes_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_-_King_George_III_in_coronation_robes_-_Google_Art_Project.jpg,https://www.redbubble.com/shop/ap/65522692?ref=studio-promote
The castellated and domestic architecture of Scotland,Allan Ramsay,1887,"1705.—Newhall. Bredisholm, near Glasffow.—In the gardens here there is a dial(Fig. 1706) erected in 1840, not unworthy to be classed with the ancientexamples. It is entirely the work, both in design and execution, of SUNDIALS — 508 — SUNDIALS Alexander Frasei,* a nortli country working mason. The Rev. Mr.MMillan, Baillieston, having made diligent inquiry, has communicatedthe following notes, containing all that can now be gathered regardingFraser. He rented an orchard adjoining Bredisholm House, and built acottage for himself, where he lived quite alone. Having no knowledge of","The Rev. Mr.MMillan, Baillieston, having made diligent inquiry,civilization ,Newhall","his work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible.",https://upload.wikimedia.org/wikipedia/commons/2/22/The_castellated_and_domestic_architecture_of_Scotland%2C_from_the_twelfth_to_the_eighteenth_century_%281887%29_%2814779367921%29.jpg,"https://commons.wikimedia.org/wiki/File:The_castellated_and_domestic_architecture_of_Scotland,_from_the_twelfth_to_the_eighteenth_century_(1887)_(14779367921).jpg",https://www.redbubble.com/shop/ap/65522890?ref=studio-promote
Allan Ramsay Rastende Feldarbeiter,Allan Ramsay,1912,"Rastende Feldarbeiter. Signiert. Öl auf Leinwand, 30 x 45,5 cm.","Rastende,Feldarbeiter,Signiert. Öl auf Leinwand",":Allan Ramsay Rastende Feldarbeiter.jpg. Language; Watch · Edit ... Alternative names, Allan Ramsay II; Allan (II) Ramsay; Allan, II Ramsay",https://upload.wikimedia.org/wikipedia/commons/f/f4/Allan_Ramsay_Rastende_Feldarbeiter.jpg,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_Rastende_Feldarbeiter.jpg,https://www.redbubble.com/shop/ap/65523029?ref=studio-promote
Allan Ramsay 003,Allan Ramsay,1766,This sympathetic portrait of Rousseau in Armenian costume was painted by the highly talented Scottish artist Allan Ramsay. Rousseau's unusual clothing aroused great curiosity on his arrival in London and this picture gives a very good idea of the fascination it provoked.,"Jean-Jacques Rousseau,sympathetic ,somewhere,talented Scottish","Jean-Jacques Rousseau in Armenian costume. This portrait was painted when Rousseau was in exile in London as a guest of the Scottish thinker David Hume. ""This sympathetic portrait of Rousseau in Armenian costume was painted by the highly talented Scottish artist Allan Ramsay. Rousseau's unusual clothing aroused great curiosity on his arrival in London and this picture gives a very good idea of the fascination it provoked. Ramsay planned the portrait as a gift to his close personal friend and fellow Scot, David Hume. Hume, who was himself an internationally eminent Enlightenment philosopher and historian, had facilitated Rousseau's escape from France to Britain in 1766. He also found him somewhere to stay and secured a pension for him from King George III. Ramsay painted a portrait of Hume as a companion to this picture, to hang in Hume's own home (also NGS [Scottish National Portrait Gallery]). Sadly, the friendship which helped to generate this sensitive portrait very quickly soured. Rousseau quarrelled publically with his Scottish host and this affected his view of this portrait.",https://upload.wikimedia.org/wikipedia/commons/0/0c/Allan_Ramsay_003.jpg,"https://commons.wikimedia.org/wiki/File:Allan_Ramsay_Statue,_Edinburgh.jpg",https://www.redbubble.com/shop/ap/65523233?ref=studio-promote
Allan Ramsay 001,Allan Ramsay,1758,"Forbes was educated at the local grammar school before progressing to Marischal College, Aberdeen in 1699.[4] After briefly attending the University of Edinburgh in 1705, he completed his legal studies at Leyden University in the Netherlands","despite the age difference, the two were close friends all their lives.,Duncan Forbes","Duncan Forbes was born on 10 November 1685, in Culloden House near Inverness, second son of Duncan Forbes (1644-1704) and his wife Mary Innes (ca 1650-1716). The fifth of nine children, he had seven sisters; Jean (ca 1678-?) and Margaret both married, while little is known of the others.[2] His elder brother, John (1673-1734), was 12 years older; despite the age difference, the two were close friends all their lives.",https://upload.wikimedia.org/wikipedia/commons/f/f7/Allan_Ramsay_001.jpg,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_001.jpg,https://www.redbubble.com/shop/ap/65523367?ref=studio-promote
Allan Ramsay - Allan Ramsay,Allan Ramsay,1756,"Allan Ramsay was born in Edinburgh, Scotland, the eldest son of Allan Ramsay, poet and author of The Gentle Shepherd. From the age of twenty he studied in London under the Swedish painter Hans Hysing, and at the St. Martin's Lane Academy; leaving in 1736 for Rome and Naples","Allan Ramsay, Edinburgh, The Gentle Shepherd.,Naples and Tivoli,","Among his most satisfactory productions are some of his earlier ones, such as the full-length of the duke of Argyll, and the numerous bust-portraits of Scottish gentlemen and their ladies which he executed before settling in London. They are full of both grace and individuality; the features show excellent draughtsmanship; and the flesh-painting is firm and sound in method, though frequently tending a little to hardness and opacity. His full-length of Lady Mary Coke is remarkable for the skill and delicacy with which the white satin drapery is managed; while the portrait of his brown-eyed second wife Margaret, in the Scottish National Gallery, is described as having a sweetness and tenderness. The portrait of his wife also shows the influence of French art, which Ramsay incorporated into his work. The large collection of his sketches in the possession of the Royal Scottish Academy and the Board of Trustees, Edinburgh also show this French elegance and soft colour",https://upload.wikimedia.org/wikipedia/commons/5/5e/Allan_Ramsay_-_Allan_Ramsay%2C_1713_-_1784._Artist_%28Self-portrait%29_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_vor_Edinburgh_Castle.jpg,https://www.redbubble.com/shop/ap/65523593?ref=studio-promote
Allan Ramsay - Queen Charlotte (Royal Collection),Allan Ramsay,1760,Coronation portrait of Queen Charlotte of Mecklenburg-Strelitz,"Queen Charlotte, Mecklenburg-Strelitz,whereas ,Prince of Wales","Queen Charlotte (1744-1818) with her two Eldest Sons c.1764-9 ... of George III when Prince of Wales, a version of which is in the Royal Collection (409153). ... to the King, but whereas Zoffany was at the outset of his career",https://upload.wikimedia.org/wikipedia/commons/2/2d/Allan_Ramsay_-_Queen_Charlotte_%28Royal_Collection%29.png,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_-_Queen_Charlotte_(Royal_Collection).png,https://www.redbubble.com/shop/ap/65523770?ref=studio-promote
"Augusta, Dowager Princess of Wales",Allan Ramsay,1769,Porträt Augustas von Sachsen-Gotha-Altenburg als Witwe,"Porträt Augustas, Sachsen-Gotha-Altenburg, Witwe,","Princess Augusta of Saxe-Gotha-Altenburg (30 November [O.S. 19 November] 1719 – 8 February 1772)[1] was Princess of Wales by marriage to Frederick, Prince of Wales. She was one of only four Princesses of Wales who never became queen consort, as her eldest son succeeded her father-in-law as George III of the United Kingdom in 1760 rather than her spouse, who had died nine years earlier. Augusta was presumptive regent of Great Britain in the event of a regency between the death of her spouse in 1751, until the majority of her son in 1756, though in the event her father-in-law, George II, lived until 1760.",https://upload.wikimedia.org/wikipedia/commons/0/00/Augusta%2C_Dowager_Princess_of_Wales_by_Allan_Ramsay.jpg,"https://commons.wikimedia.org/wiki/File:Augusta,_Dowager_Princess_of_Wales_by_Allan_Ramsay.jpg",https://www.redbubble.com/shop/ap/65524889?ref=studio-promote
George III by Allan Ramsay,Allan Ramsay,1787,"he Scottish artist had already painted the sitter as Prince of Wales in 1758 for John Stuart, 3rd Earl of Bute, Ramsay's most important patron in London and George III's tutor and mentor. The success of that portrait and of a portrait of Bute (both Mount Stuart, Isle of Bute), led to this major commission.","Scottish ,Ramsay's State, Portrait of George,Majesty's arrival","This is the prime versions of Ramsay's State Portrait of George III in coronation robes. His coronation took place on 22 September 1761. The Scottish artist had already painted the sitter as Prince of Wales in 1758 for John Stuart, 3rd Earl of Bute, Ramsay's most important patron in London and George III's tutor and mentor. The success of that portrait and of a portrait of Bute (both Mount Stuart, Isle of Bute), led to this major commission. Ramsay wrote in 1766: 'I painted, from the life, a whole length picture of him for Hanover, a profile for the coinage, and another whole length which after the Coronation, I, by his Majesties orders dressed in Coronation robes. Soon after her Majesty's arrival, she likewise did me the honour to sit to me; and these two pictures in coronation robes are the originals from which all the copies ordered by the Lord Chamberlain are painted.' In December 1761 Ramsay reported to Lord Bute that he was also working on a version in coronation robes for Hanover and one for Lord Bute (Mount Stuart, Isle of Bute). Walpole recorded seeing the painting (presumably this one) in March 1762, 'painted exactly from the very robes which the king wore at his coronation'.",https://upload.wikimedia.org/wikipedia/commons/6/60/George_III_by_Allan_Ramsay%2C_1787.png,"https://commons.wikimedia.org/wiki/File:George_III_by_Allan_Ramsay,_1787.png",https://www.redbubble.com/shop/ap/65525065?ref=studio-promote
Robert Wood by Allan Ramsay,Allan Ramsay,1784,"Robert Wood, by Allan Ramsay (died 1784). See source website for additional information. This set of images was gathered by User:Dcoetzee from the National Portrait Gallery, London website using a special tool. All images in this batch have been confirmed as author died before 1939 according to the official death date listed by the NPG.","Robert Wood, by Allan Ramsay,Dcoetzee ,National Portrait","Robert Wood, by Allan Ramsay (died 1784). See source website for additional information. This set of images was gathered by User:Dcoetzee from the National Portrait Gallery, London website using a special tool. All images in this batch have been confirmed as author died before 1939 according to the official death date listed by the NPG.",https://upload.wikimedia.org/wikipedia/commons/4/42/Robert_Wood_by_Allan_Ramsay.jpg,https://commons.wikimedia.org/wiki/File:Robert_Wood_by_Allan_Ramsay.jpg,https://www.redbubble.com/shop/ap/65525213?ref=studio-promote
Portrait of Elizabeth Montagu,Allan Ramsay,1762,Portrait of Elizabeth Montagu by Allan Ramsay (1713-1784) in 1762. Photographed through glass.,"Portrait,Elizabeth Montagu,Allan Ramsay, Photographed,",Portrait of Elizabeth Montagu by Allan Ramsay (1713-1784) in 1762. Photographed through glass.,https://upload.wikimedia.org/wikipedia/commons/f/fc/Portrait_of_Elizabeth_Montagu_%281718-1800%29_by_Allan_Ramsay_%281713-1784%29_in_1762.jpg,https://commons.wikimedia.org/wiki/File:Portrait_of_Elizabeth_Montagu_(1718-1800)_by_Allan_Ramsay_(1713-1784)_in_1762.jpg,https://www.redbubble.com/shop/ap/65525352?ref=studio-promote
John Reid) by Allan Ramsay,Allan Ramsay,1751,"His pleasant manners and varied culture, not less than his artistic skill, contributed to render him popular.[1] His only serious competitor was Thomas Hudson, with whom he shared a drapery painter, Joseph van Aken.","Margaret Lindsay, eldest daughter, Alexander Lindsay ,marriage ","One of his drawing pupils was Margaret Lindsay, eldest daughter of Sir Alexander Lindsay of Evelick and Amelia Murray (granddaughter to David Murray, 5th Viscount of Stormont and sister to the naval officer John Lindsay). He later eloped with her and on 1 March 1752 they married in the Canongate Kirk, Edinburgh; her father never forgave her for marrying an artist. Ramsay already had to maintain a daughter from his previous marriage and his two surviving sisters, but told Sir Alexander that he could provide Margaret with an annual income of £100. He said it would increase ‘as my affairs increase, and I thank God, they are in a way of increasing’ and that his only motive for the marriage was ‘my love for your Daughter, who, I am sensible, is entitled to much more than ever I shall have to bestow upon her’.[3] Three children survived from their long and happy marriage, Amelia (1755–1813), Charlotte (1758–1818?), and John (1768–1845).",https://upload.wikimedia.org/wikipedia/commons/9/94/John_Reid%29_by_Allan_Ramsay.jpg,https://commons.wikimedia.org/wiki/File:John_Reid)_by_Allan_Ramsay.jpg,https://www.redbubble.com/shop/ap/65525532?ref=studio-promote
Allan Ramsay - Mary Adam ,Allan Ramsay,1754,"Mary Adam; Creator: Allan Ramsay, 1713–1784, British; Date Created: 1754; Physical","portrait, dress (costume), fichu, chair, spectacles, pince-nez, linen (material), ruffle, woman, mourning, book","Mary Adam; Creator: Allan Ramsay, 1713–1784, British; Date Created: 1754; Physical",https://upload.wikimedia.org/wikipedia/commons/0/06/Allan_Ramsay_-_Mary_Adam_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Allan_Ramsay_-_Mary_Adam_-_Google_Art_Project.jpg,https://www.redbubble.com/shop/ap/65525696?ref=studio-promote
Alexander Murray of Elibank,Allan Ramsay,1742,Alexander Murray of Elibank by Allan Ramsay 1742.jpg English: Alexander Murray of Elibank by Allan Ramsay 1742 Date 1 January 1742 Source Scottish,"Alexander Murray, Elibank,Patrick Murray, Horace Walpole","Alexander Murray of Elibank (9 December 1712 – 27 February 1778) was the fourth son of Alexander Murray, 4th Lord Elibank and brother of Patrick Murray, 5th Lord Elibank.[1] Horace Walpole said that Murray and his brother were ""both such active Jacobites, that if the Pretender had succeeded, they could have produced many witnesses to testify their zeal for him; both so cautious, that no witnesses of actual treason could be produced by the government against them",https://upload.wikimedia.org/wikipedia/commons/1/17/Alexander_Murray_of_Elibank_by_Allan_Ramsay_1742.jpg,https://commons.wikimedia.org/wiki/File:Alexander_Murray_of_Elibank_by_Allan_Ramsay_1742.jpg,https://www.redbubble.com/shop/ap/65526148?ref=studio-promote
The Marquess of Rockingham's Arabian Stallion (led by a Groom at Creswell Crags),George Stubbs,1780,The Marquess of Rockingham's Arabian Stallion led by a Groom at Creswell Crags,"The Marquess of Rockingham's Arabian Stallion, George Stubbs, English painter, Google Art Project, Oil on Canvas","1780 painting by George Stubbs The Marquess of Rockingham's Arabian Stallion led by a Groom at Creswell Crags, showing the green equestrian livery of Charles Watson-Wentworth, 2nd Marquess of Rockingham (1730–1782)",https://upload.wikimedia.org/wikipedia/commons/a/a6/George_Stubbs_-_The_Marquess_of_Rockingham%27s_Arabian_Stallion_%28led_by_a_Groom_at_Creswell_Crags%29_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:George_Stubbs_-_The_Marquess_of_Rockingham%27s_Arabian_Stallion_(led_by_a_Groom_at_Creswell_Crags)_-_Google_Art_Project.jpg,https://www.redbubble.com/shop/ap/65463417?ref=studio-promote
Whistlejacket,George Stubbs,1762,"Painting, ''Whistlejacket''. Edited by uploader from National Gallery scan to add lost ""brownspace"" to the left ","Whistlejacket, animal art, oil on canvas, brownspace, Whistlejacket by George Stubbs","Whistlejacket is an oil-on-canvas painting from about 1762 showing the Marquess of Rockingham's racehorse, rearing up against a blank background. Edited by uploader from National Gallery scan to add lost ""brownspace"" to the left and right of the painting.",https://upload.wikimedia.org/wikipedia/commons/6/60/Whistlejacket_by_George_Stubbs_edit.jpg,https://commons.wikimedia.org/wiki/File:Whistlejacket_by_George_Stubbs_edit.jpg,https://www.redbubble.com/shop/ap/65514775?ref=studio-promote
A Bay Horse with a Groom,George Stubbs,1791,"The Royal Collection holds an important group of paintings by George Stubbs; all of them were acquired by George IV when Prince of Wales and all of them (with the exception of OM 1115, 400512) were sent in 1822 from Carlton House to the King’s Lodge (later Royal Lodge) in Windsor Great Park, presumably as an appropriate setting for sporting paintings","A Bay Horse with a Groom, Royal Collection, The Royal Collection, George Stubbs, King’s Lodge ","Description, per catalogue entry, royal collection: ""The Royal Collection holds an important group of paintings by George Stubbs; all of them were acquired by George IV when Prince of Wales and all of them (with the exception of OM 1115, 400512) were sent in 1822 from Carlton House to the King’s Lodge (later Royal Lodge) in Windsor Great Park, presumably as an appropriate setting for sporting paintings. This painting belongs with a group of works painted for the Prince of Wales between 1790 and 1793, except that unlike the others it is executed on panel and on a smaller scale. The groom here wears royal livery (scarlet coat, gold lace, blue collar and cuffs), and so presumably holds a horse in the Prince's possession. Provenance:Presumably painted for George IV"" ",https://upload.wikimedia.org/wikipedia/commons/8/8d/George_Stubbs_%281724-1806%29_-_A_Bay_Horse_with_a_Groom_-_RCIN_402406_-_Royal_Collection.jpg,https://commons.wikimedia.org/wiki/File:George_Stubbs_(1724-1806)_-_A_Bay_Horse_with_a_Groom_-_RCIN_402406_-_Royal_Collection.jpg,https://www.redbubble.com/shop/ap/65514638?ref=studio-promote
The Milbanke and Melbourne Families,George Stubbs,1769,"Familienbildnis, rechts: Lady Elizabeth Melbourne, ihr Vater Sir Ralph Milbanke, ihr Bruder John und Sir Peniston Lamb (zukünftiger Lord Melbourne)","The Milbanke and Melbourne Families, oil on canvas, National Gallery, George Stubbs, Science into Art","Familienbildnis, rechts: Lady Elizabeth Melbourne, ihr Vater Sir Ralph Milbanke, ihr Bruder John und Sir Peniston Lamb (zukünftiger Lord Melbourne), The Yorck Project (2002) 10.000 Meisterwerke der Malerei (DVD-ROM)",https://upload.wikimedia.org/wikipedia/commons/d/d0/George_Stubbs_007.jpg,https://commons.wikimedia.org/wiki/File:George_Stubbs_007.jpg,https://www.redbubble.com/shop/ap/65524965?ref=studio-promote
The hunters leave Southill,George Stubbs,1763-1768,"The Yorck Project (2002) 10.000 Meisterwerke der Malerei (DVD-ROM),","George Stubbs, The hunters leave Southill, oil on canvas, Private collection, The Yorck Project",The Yorck Project (2002) 10.000 Meisterwerke der Malerei (DVD-ROM),https://upload.wikimedia.org/wikipedia/commons/2/27/George_Stubbs_008.jpg,https://commons.wikimedia.org/wiki/File:George_Stubbs_008.jpg,https://www.redbubble.com/shop/ap/65525162?ref=studio-promote
Mares and foals in a river landscape,George Stubbs,1763-1768,"The Yorck Project (2002) 10.000 Meisterwerke der Malerei (DVD-ROM),","George Stubbs, Oil on canvas, Tate Britain, Meisterwerke der Malerei, DIRECTMEDIA ",The Yorck Project (2002) 10.000 Meisterwerke der Malerei (DVD-ROM),https://upload.wikimedia.org/wikipedia/commons/a/a7/George_Stubbs_024.jpg,https://commons.wikimedia.org/wiki/File:George_Stubbs_024.jpg,https://www.redbubble.com/shop/ap/65525276?ref=studio-promote
